"Date","Price","Open","High","Low","Vol.","Change %"
"03/21/2023","887.50","887.50","887.50","887.50","","0.00%"
"03/20/2023","887.50","887.50","887.50","887.50","","-1.36%"
"03/17/2023","899.75","899.75","899.75","899.75","","0.03%"
"03/16/2023","899.50","899.50","899.50","899.50","","-0.80%"
"03/15/2023","906.75","906.75","906.75","906.75","","0.55%"
"03/14/2023","901.75","901.75","901.75","901.75","","-0.74%"
"03/13/2023","908.50","908.50","908.50","908.50","","-0.57%"
"03/10/2023","913.75","913.75","913.75","913.75","","-1.88%"
"03/09/2023","931.25","931.25","931.25","931.25","","0.22%"
"03/08/2023","929.25","929.25","929.25","929.25","","-1.14%"
"03/07/2023","940.00","940.00","940.00","940.00","","-1.65%"
"03/06/2023","955.75","955.75","955.75","955.75","","-1.24%"
"03/03/2023","967.75","967.75","967.75","967.75","","1.28%"
"03/02/2023","955.50","955.50","955.50","955.50","","2.80%"
"03/01/2023","929.50","929.50","929.50","929.50","","0.70%"
"02/28/2023","923.00","923.00","923.00","923.00","","-0.11%"
"02/27/2023","924.00","924.00","924.00","924.00","","-0.03%"
"02/24/2023","924.25","924.25","924.25","924.25","","-0.14%"
"02/23/2023","925.50","925.50","925.50","925.50","","0.52%"
"02/22/2023","920.75","920.75","920.75","920.75","","0.00%"
"02/21/2023","920.75","920.75","920.75","920.75","","0.11%"
"02/17/2023","919.75","919.75","919.75","919.75","","0.44%"
"02/16/2023","915.75","915.75","915.75","915.75","","1.22%"
"02/15/2023","904.75","904.75","904.75","904.75","","-0.55%"
"02/14/2023","909.75","909.75","909.75","909.75","","0.61%"
"02/13/2023","904.25","904.25","904.25","904.25","","-0.55%"
"02/10/2023","909.25","909.25","909.25","909.25","","-1.14%"
"02/09/2023","919.75","919.75","919.75","919.75","","-0.62%"
"02/08/2023","925.50","925.50","925.50","925.50","","1.31%"
"02/07/2023","913.50","913.50","913.50","913.50","","1.25%"
"02/06/2023","902.25","902.25","902.25","902.25","","0.00%"
"02/03/2023","902.25","902.25","902.25","902.25","","1.66%"
"02/02/2023","887.50","887.50","887.50","887.50","","-1.09%"
"02/01/2023","897.25","897.25","897.25","897.25","","-1.32%"
"01/31/2023","909.25","909.25","909.25","909.25","","-0.19%"
"01/30/2023","911.00","911.00","911.00","911.00","","0.08%"
"01/27/2023","910.25","910.25","910.25","910.25","","0.58%"
"01/26/2023","905.00","905.00","905.00","905.00","","0.25%"
"01/25/2023","902.75","902.75","902.75","902.75","","-0.82%"
"01/24/2023","910.25","910.25","910.25","910.25","","0.00%"
"01/23/2023","910.25","910.25","910.25","910.25","","0.00%"
"01/20/2023","910.25","910.25","910.25","910.25","","0.22%"
"01/19/2023","908.25","908.25","908.25","908.25","","0.33%"
"01/18/2023","905.25","905.25","905.25","905.25","","0.72%"
"01/17/2023","898.75","898.75","898.75","898.75","0.18K","-0.53%"
"01/13/2023","903.50","903.50","903.50","903.50","","-0.66%"
"01/12/2023","909.50","909.50","909.50","909.50","","0.14%"
"01/11/2023","908.25","908.25","908.25","908.25","","-1.38%"
"01/10/2023","921.00","921.00","921.00","921.00","0.04K","-2.20%"
"01/09/2023","941.75","941.75","941.75","941.75","0.20K","1.78%"
"01/06/2023","925.25","925.25","925.25","925.25","","-0.62%"
"01/05/2023","931.00","931.00","931.00","931.00","","-1.51%"
"01/04/2023","945.25","945.25","945.25","945.25","","-2.00%"
"01/03/2023","964.50","964.50","964.50","964.50","","7.32%"
"12/30/2022","898.75","898.75","898.75","898.75","","0.11%"
"12/29/2022","897.75","897.75","897.75","897.75","","0.03%"
"12/28/2022","897.50","897.50","897.50","897.50","","-0.08%"
"12/27/2022","898.25","898.25","898.25","898.25","","1.35%"
"12/23/2022","886.25","886.25","886.25","886.25","","-0.39%"
"12/22/2022","889.75","889.75","889.75","889.75","","-0.42%"
"12/21/2022","893.50","893.50","893.50","893.50","","0.73%"
"12/20/2022","887.00","887.00","887.00","887.00","","-0.67%"
"12/19/2022","893.00","893.00","893.00","893.00","","0.17%"
"12/16/2022","891.50","891.50","891.50","891.50","0.01K","0.08%"
"12/15/2022","890.75","890.75","890.75","890.75","","-0.95%"
"12/14/2022","899.25","899.25","899.25","899.25","","1.21%"
"12/13/2022","888.50","888.50","888.50","888.50","","2.13%"
"12/12/2022","870.00","870.00","870.00","870.00","","-4.74%"
"12/09/2022","913.25","913.25","913.25","913.25","","1.16%"
"12/08/2022","902.75","902.75","902.75","902.75","","-0.63%"
"12/07/2022","908.50","908.50","908.50","908.50","","-2.76%"
"12/06/2022","934.25","934.25","934.25","934.25","","2.47%"
"12/05/2022","911.75","911.75","911.75","911.75","","1.11%"
"12/02/2022","901.75","901.75","901.75","901.75","","-2.67%"
"12/01/2022","926.50","926.50","926.50","926.50","","2.77%"
"11/30/2022","901.50","901.50","901.50","901.50","","0.03%"
"11/29/2022","901.25","901.25","901.25","901.25","","-0.06%"
"11/28/2022","901.75","901.75","901.75","901.75","","0.00%"
"11/25/2022","901.75","901.75","901.75","901.75","","0.64%"
"11/23/2022","896.00","896.00","896.00","896.00","","0.73%"
"11/22/2022","889.50","889.50","889.50","889.50","","1.25%"
"11/21/2022","878.50","878.50","878.50","878.50","","-0.17%"
"11/18/2022","880.00","880.00","880.00","880.00","","0.00%"
"11/17/2022","880.00","880.00","880.00","880.00","","-2.06%"
"11/16/2022","898.50","898.50","898.50","898.50","","0.22%"
"11/15/2022","896.50","896.50","896.50","896.50","","-1.18%"
"11/14/2022","907.25","907.25","907.25","907.25","","-1.68%"
"11/11/2022","922.75","922.75","922.75","922.75","","2.73%"
"11/10/2022","898.25","898.25","898.25","898.25","","-0.06%"
"11/09/2022","898.75","898.75","898.75","898.75","","-2.65%"
"11/08/2022","923.25","923.25","923.25","923.25","","-1.28%"
"11/07/2022","935.25","935.25","935.25","935.25","","1.27%"
"11/04/2022","923.50","923.50","923.50","923.50","","0.68%"
"11/03/2022","917.25","917.25","917.25","917.25","","-1.24%"
"11/02/2022","928.75","928.75","928.75","928.75","","3.54%"
"11/01/2022","897.00","897.00","897.00","897.00","","8.46%"
"10/31/2022","827.00","827.00","827.00","827.00","","0.03%"
"10/28/2022","826.75","826.75","826.75","826.75","","-0.42%"
"10/27/2022","830.25","830.25","830.25","830.25","","0.18%"
"10/26/2022","828.75","828.75","828.75","828.75","","0.03%"
"10/25/2022","828.50","828.50","828.50","828.50","","0.15%"
"10/24/2022","827.25","827.25","827.25","827.25","","0.00%"
"10/21/2022","827.25","827.25","827.25","827.25","","-0.03%"
"10/20/2022","827.50","827.50","827.50","827.50","","-0.24%"
"10/19/2022","829.50","829.50","829.50","829.50","","1.13%"
"10/18/2022","820.25","820.25","820.25","820.25","","1.48%"
"10/17/2022","808.25","808.25","808.25","808.25","","0.12%"
"10/14/2022","807.25","807.25","807.25","807.25","0.04K","2.44%"
"10/13/2022","788.00","788.00","788.00","788.00","","-1.31%"
"10/12/2022","798.50","798.50","798.50","798.50","","0.73%"
"10/11/2022","792.75","792.75","792.75","792.75","","-3.21%"
"10/10/2022","819.00","819.00","819.00","819.00","","0.00%"
"10/07/2022","819.00","819.00","819.00","819.00","","2.63%"
"10/06/2022","798.00","798.00","798.00","798.00","","1.40%"
"10/05/2022","787.00","787.00","787.00","787.00","","0.70%"
"10/04/2022","781.50","781.50","781.50","781.50","","5.47%"
"10/03/2022","741.00","741.00","741.00","741.00","","-8.88%"
"09/30/2022","813.25","813.25","813.25","813.25","","0.12%"
"09/29/2022","812.25","812.25","812.25","812.25","","0.25%"
"09/28/2022","810.25","810.25","810.25","810.25","","-1.16%"
"09/27/2022","819.75","819.75","819.75","819.75","","-0.15%"
"09/26/2022","821.00","821.00","821.00","821.00","","-1.32%"
"09/23/2022","832.00","832.00","832.00","832.00","","-0.69%"
"09/22/2022","837.75","837.75","837.75","837.75","","-0.53%"
"09/21/2022","842.25","842.25","842.25","842.25","","1.38%"
"09/20/2022","830.75","830.75","830.75","830.75","","0.33%"
"09/19/2022","828.00","828.00","828.00","828.00","","-1.16%"
"09/16/2022","837.75","837.75","837.75","837.75","","0.00%"
"09/15/2022","837.75","837.75","837.75","837.75","","-1.90%"
"09/14/2022","854.00","854.00","854.00","854.00","","-0.61%"
"09/13/2022","859.25","859.25","859.25","859.25","","3.56%"
"09/12/2022","829.75","829.75","829.75","829.75","","1.41%"
"09/09/2022","818.25","818.25","818.25","818.25","","1.17%"
"09/08/2022","808.75","808.75","808.75","808.75","","-2.79%"
"09/07/2022","832.00","832.00","832.00","832.00","","-2.40%"
"09/06/2022","852.50","852.50","852.50","852.50","","-2.77%"
"09/02/2022","876.75","876.75","876.75","876.75","","-1.82%"
"09/01/2022","893.00","893.00","893.00","893.00","0.10K","-3.07%"
"08/31/2022","921.25","921.25","921.25","921.25","","0.00%"
"08/30/2022","921.25","921.25","921.25","921.25","","-0.03%"
"08/29/2022","921.50","921.50","921.50","921.50","","-0.03%"
"08/26/2022","921.75","921.75","921.75","921.75","","-0.27%"
"08/25/2022","924.25","924.25","924.25","924.25","","-0.19%"
"08/24/2022","926.00","926.00","926.00","926.00","","0.41%"
"08/23/2022","922.25","922.25","922.25","922.25","","0.46%"
"08/22/2022","918.00","918.00","918.00","918.00","","0.49%"
"08/19/2022","913.50","913.50","913.50","913.50","","0.38%"
"08/18/2022","910.00","910.00","910.00","910.00","","-1.54%"
"08/17/2022","924.25","924.25","924.25","924.25","","0.14%"
"08/16/2022","923.00","923.00","923.00","923.00","","0.38%"
"08/15/2022","919.50","919.50","919.50","919.50","","-3.64%"
"08/12/2022","954.25","954.25","954.25","954.25","","2.14%"
"08/11/2022","934.25","934.25","934.25","934.25","","2.61%"
"08/10/2022","910.50","910.50","910.50","910.50","","-0.25%"
"08/09/2022","912.75","912.75","912.75","912.75","","1.02%"
"08/08/2022","903.50","903.50","903.50","903.50","","3.67%"
"08/05/2022","871.50","871.50","871.50","871.50","","1.19%"
"08/04/2022","861.25","861.25","861.25","861.25","","-1.09%"
"08/03/2022","870.75","870.75","870.75","870.75","","0.35%"
"08/02/2022","867.75","867.75","867.75","867.75","","-5.22%"
"08/01/2022","915.50","915.50","915.50","915.50","","2.58%"
"07/29/2022","892.50","892.50","892.50","892.50","","0.42%"
"07/28/2022","888.75","888.75","888.75","888.75","","0.37%"
"07/27/2022","885.50","885.50","885.50","885.50","","0.14%"
"07/26/2022","884.25","884.25","884.25","884.25","","0.71%"
"07/25/2022","878.00","878.00","878.00","878.00","","-0.37%"
"07/22/2022","881.25","881.25","881.25","881.25","","-0.11%"
"07/21/2022","882.25","882.25","882.25","882.25","","-1.92%"
"07/20/2022","899.50","899.50","899.50","899.50","","1.30%"
"07/19/2022","888.00","888.00","888.00","888.00","","-1.58%"
"07/18/2022","902.25","902.25","902.25","902.25","","4.10%"
"07/15/2022","866.75","866.75","866.75","866.75","","0.06%"
"07/14/2022","866.25","866.25","866.25","866.25","","-2.61%"
"07/13/2022","889.50","889.50","889.50","889.50","","-5.50%"
"07/12/2022","941.25","941.25","941.25","941.25","","-1.05%"
"07/11/2022","951.25","951.25","951.25","951.25","","0.00%"
"07/08/2022","951.25","951.25","951.25","951.25","","0.29%"
"07/07/2022","948.50","948.50","948.50","948.50","","1.93%"
"07/06/2022","930.50","930.50","930.50","930.50","","-2.46%"
"07/05/2022","954.00","954.00","954.00","954.00","0.13K","-10.53%"
"07/01/2022","1,066.25","1,066.25","1,066.25","1,066.25","","-15.19%"
"06/30/2022","1,257.25","1,257.25","1,257.25","1,257.25","","0.00%"
"06/29/2022","1,257.25","1,257.25","1,257.25","1,257.25","","-0.14%"
"06/28/2022","1,259.00","1,259.00","1,259.00","1,259.00","","0.18%"
"06/27/2022","1,256.75","1,256.75","1,256.75","1,256.75","0.02K","0.90%"
"06/24/2022","1,245.50","1,245.50","1,245.50","1,245.50","","-0.34%"
"06/23/2022","1,249.75","1,249.75","1,249.75","1,249.75","","1.26%"
"06/22/2022","1,234.25","1,234.25","1,234.25","1,234.25","","-2.89%"
"06/21/2022","1,271.00","1,271.00","1,271.00","1,271.00","","-3.51%"
"06/17/2022","1,317.25","1,317.25","1,317.25","1,317.25","","-0.15%"
"06/16/2022","1,319.25","1,319.25","1,319.25","1,319.25","","-0.66%"
"06/15/2022","1,328.00","1,328.00","1,328.00","1,328.00","","-1.52%"
"06/14/2022","1,348.50","1,348.50","1,348.50","1,348.50","","0.69%"
"06/13/2022","1,339.25","1,339.25","1,339.25","1,339.25","0.04K","-1.51%"
"06/10/2022","1,359.75","1,359.75","1,359.75","1,359.75","","-3.43%"
"06/09/2022","1,408.00","1,408.00","1,408.00","1,408.00","","-2.98%"
"06/08/2022","1,451.25","1,451.25","1,451.25","1,451.25","","-0.29%"
"06/07/2022","1,455.50","1,455.50","1,455.50","1,455.50","","0.59%"
"06/06/2022","1,447.00","1,447.00","1,447.00","1,447.00","","0.00%"
"06/03/2022","1,447.00","1,447.00","1,447.00","1,447.00","","0.16%"
"06/02/2022","1,444.75","1,444.75","1,444.75","1,444.75","0.08K","1.21%"
"06/01/2022","1,427.50","1,427.50","1,427.50","1,427.50","","-1.21%"
"05/31/2022","1,445.00","1,445.00","1,445.00","1,445.00","","-0.12%"
"05/27/2022","1,446.75","1,446.75","1,446.75","1,446.75","","-0.41%"
"05/26/2022","1,452.75","1,452.75","1,452.75","1,452.75","","0.48%"
"05/25/2022","1,445.75","1,445.75","1,445.75","1,445.75","","-0.41%"
"05/24/2022","1,451.75","1,451.75","1,451.75","1,451.75","","1.13%"
"05/23/2022","1,435.50","1,435.50","1,435.50","1,435.50","","1.00%"
"05/20/2022","1,421.25","1,421.25","1,421.25","1,421.25","","0.37%"
"05/19/2022","1,416.00","1,416.00","1,416.00","1,416.00","","-0.65%"
"05/18/2022","1,425.25","1,425.25","1,425.25","1,425.25","","0.18%"
"05/17/2022","1,422.75","1,422.75","1,422.75","1,422.75","","-0.19%"
"05/16/2022","1,425.50","1,425.50","1,425.50","1,425.50","","0.00%"
"05/13/2022","1,425.50","1,425.50","1,425.50","1,425.50","","-0.04%"
"05/12/2022","1,426.00","1,426.00","1,426.00","1,426.00","","-1.54%"
"05/11/2022","1,448.25","1,448.25","1,448.25","1,448.25","0.20K","1.88%"
"05/10/2022","1,421.50","1,421.50","1,421.50","1,421.50","0.01K","-1.11%"
"05/09/2022","1,437.50","1,437.50","1,437.50","1,437.50","","0.23%"
"05/06/2022","1,434.25","1,434.25","1,434.25","1,434.25","0.28K","-4.97%"
"05/05/2022","1,509.25","1,509.25","1,509.25","1,509.25","0.05K","-4.99%"
"05/04/2022","1,588.50","1,588.50","1,588.50","1,588.50","","0.00%"
"05/03/2022","1,588.50","1,588.50","1,588.50","1,588.50","1.50K","0.00%"
"05/02/2022","1,588.50","1,588.50","1,588.50","1,588.50","","8.52%"
"04/29/2022","1,463.75","1,463.75","1,463.75","1,463.75","","0.15%"
"04/28/2022","1,461.50","1,461.50","1,461.50","1,461.50","","-0.12%"
"04/27/2022","1,463.25","1,463.25","1,463.25","1,463.25","","1.39%"
"04/26/2022","1,443.25","1,443.25","1,443.25","1,443.25","","0.52%"
"04/25/2022","1,435.75","1,435.75","1,435.75","1,435.75","","-0.74%"
"04/22/2022","1,446.50","1,446.50","1,446.50","1,446.50","","0.05%"
"04/21/2022","1,445.75","1,445.75","1,445.75","1,445.75","","-0.03%"
"04/20/2022","1,446.25","1,446.25","1,446.25","1,446.25","","-1.31%"
"04/19/2022","1,465.50","1,465.50","1,465.50","1,465.50","","0.00%"
"04/18/2022","1,465.50","1,465.50","1,465.50","1,465.50","","2.48%"
"04/14/2022","1,430.00","1,430.00","1,430.00","1,430.00","","1.58%"
"04/13/2022","1,407.75","1,407.75","1,407.75","1,407.75","","-0.32%"
"04/12/2022","1,412.25","1,412.25","1,412.25","1,412.25","","1.86%"
"04/11/2022","1,386.50","1,386.50","1,386.50","1,386.50","","0.80%"
"04/08/2022","1,375.50","1,375.50","1,375.50","1,375.50","","1.31%"
"04/07/2022","1,357.75","1,357.75","1,357.75","1,357.75","","-0.98%"
"04/06/2022","1,371.25","1,371.25","1,371.25","1,371.25","","0.05%"
"04/05/2022","1,370.50","1,370.50","1,370.50","1,370.50","","3.63%"
"04/04/2022","1,322.50","1,322.50","1,322.50","1,322.50","","1.75%"
"04/01/2022","1,299.75","1,299.75","1,299.75","1,299.75","0.16K","-12.78%"
"03/31/2022","1,490.25","1,490.25","1,490.25","1,490.25","","-0.15%"
"03/30/2022","1,492.50","1,492.50","1,492.50","1,492.50","","-0.08%"
"03/29/2022","1,493.75","1,493.75","1,493.75","1,493.75","","0.05%"
"03/28/2022","1,493.00","1,493.00","1,493.00","1,493.00","","-0.10%"
"03/25/2022","1,494.50","1,494.50","1,494.50","1,494.50","","0.34%"
"03/24/2022","1,489.50","1,489.50","1,489.50","1,489.50","","-1.08%"
"03/23/2022","1,505.75","1,505.75","1,505.75","1,505.75","","1.04%"
"03/22/2022","1,490.25","1,490.25","1,490.25","1,490.25","","0.98%"
"03/21/2022","1,475.75","1,475.75","1,475.75","1,475.75","","0.94%"
"03/18/2022","1,462.00","1,462.00","1,462.00","1,462.00","","-2.27%"
"03/17/2022","1,496.00","1,496.00","1,496.00","1,496.00","","-0.86%"
"03/16/2022","1,509.00","1,509.00","1,509.00","1,509.00","","2.34%"
"03/15/2022","1,474.50","1,474.50","1,474.50","1,474.50","","-1.62%"
"03/14/2022","1,498.75","1,498.75","1,498.75","1,498.75","","-2.62%"
"03/11/2022","1,539.00","1,539.00","1,539.00","1,539.00","","-2.55%"
"03/10/2022","1,579.25","1,579.25","1,579.25","1,579.25","","-2.02%"
"03/09/2022","1,611.75","1,611.75","1,611.75","1,611.75","","6.76%"
"03/08/2022","1,509.75","1,509.75","1,509.75","1,509.75","0.02K","-2.15%"
"03/07/2022","1,543.00","1,543.00","1,543.00","1,543.00","0.08K","3.89%"
"03/04/2022","1,485.25","1,485.25","1,485.25","1,485.25","0.09K","-6.07%"
"03/03/2022","1,581.25","1,581.25","1,581.25","1,581.25","","2.83%"
"03/02/2022","1,537.75","1,537.75","1,537.75","1,537.75","0.78K","-0.79%"
"03/01/2022","1,550.00","1,550.00","1,550.00","1,550.00","0.72K","13.62%"
"02/28/2022","1,364.25","1,364.25","1,364.25","1,364.25","","0.31%"
"02/25/2022","1,360.00","1,360.00","1,360.00","1,360.00","","-0.95%"
"02/24/2022","1,373.00","1,373.00","1,373.00","1,373.00","","1.35%"
"02/23/2022","1,354.75","1,354.75","1,354.75","1,354.75","","0.56%"
"02/22/2022","1,347.25","1,347.25","1,347.25","1,347.25","","1.64%"
"02/18/2022","1,325.50","1,325.50","1,325.50","1,325.50","","0.23%"
"02/17/2022","1,322.50","1,322.50","1,322.50","1,322.50","","0.63%"
"02/16/2022","1,314.25","1,314.25","1,314.25","1,314.25","","-0.38%"
"02/15/2022","1,319.25","1,319.25","1,319.25","1,319.25","","-0.17%"
"02/14/2022","1,321.50","1,321.50","1,321.50","1,321.50","","0.95%"
"02/11/2022","1,309.00","1,309.00","1,309.00","1,309.00","","0.27%"
"02/10/2022","1,305.50","1,305.50","1,305.50","1,305.50","","-0.87%"
"02/09/2022","1,317.00","1,317.00","1,317.00","1,317.00","","1.90%"
"02/08/2022","1,292.50","1,292.50","1,292.50","1,292.50","","-1.15%"
"02/07/2022","1,307.50","1,307.50","1,307.50","1,307.50","","-1.12%"
"02/04/2022","1,322.25","1,322.25","1,322.25","1,322.25","","1.93%"
"02/03/2022","1,297.25","1,297.25","1,297.25","1,297.25","0.72K","-1.20%"
"02/02/2022","1,313.00","1,313.00","1,313.00","1,313.00","","0.00%"
"02/01/2022","1,313.00","1,313.00","1,313.00","1,313.00","","6.40%"
"01/31/2022","1,234.00","1,234.00","1,234.00","1,234.00","","-0.04%"
"01/28/2022","1,234.50","1,234.50","1,234.50","1,234.50","","0.39%"
"01/27/2022","1,229.75","1,229.75","1,229.75","1,229.75","","0.29%"
"01/26/2022","1,226.25","1,226.25","1,226.25","1,226.25","","0.16%"
"01/25/2022","1,224.25","1,224.25","1,224.25","1,224.25","","0.10%"
"01/24/2022","1,223.00","1,223.00","1,223.00","1,223.00","","-0.33%"
"01/21/2022","1,227.00","1,227.00","1,227.00","1,227.00","","0.88%"
"01/20/2022","1,216.25","1,216.25","1,216.25","1,216.25","","0.56%"
"01/19/2022","1,209.50","1,209.50","1,209.50","1,209.50","0.16K","0.75%"
"01/18/2022","1,200.50","1,200.50","1,200.50","1,200.50","","0.71%"
"01/14/2022","1,192.00","1,192.00","1,192.00","1,192.00","","-0.42%"
"01/13/2022","1,197.00","1,197.00","1,197.00","1,197.00","","1.63%"
"01/12/2022","1,177.75","1,177.75","1,177.75","1,177.75","","-0.11%"
"01/11/2022","1,179.00","1,179.00","1,179.00","1,179.00","0.64K","0.81%"
"01/10/2022","1,169.50","1,169.50","1,169.50","1,169.50","","0.58%"
"01/07/2022","1,162.75","1,162.75","1,162.75","1,162.75","0.08K","0.15%"
"01/06/2022","1,161.00","1,161.00","1,161.00","1,161.00","0.60K","-1.13%"
"01/05/2022","1,174.25","1,174.25","1,174.25","1,174.25","0.40K","2.11%"
"01/04/2022","1,150.00","1,150.00","1,150.00","1,150.00","0.20K","0.70%"
"01/03/2022","1,142.00","1,142.00","1,142.00","1,142.00","0.12K","3.77%"
"12/31/2021","1,100.50","1,100.50","1,100.50","1,100.50","","0.00%"
"12/30/2021","1,100.50","1,100.50","1,100.50","1,100.50","","0.00%"
"12/29/2021","1,100.50","1,100.50","1,100.50","1,100.50","","-0.23%"
"12/28/2021","1,103.00","1,103.00","1,103.00","1,103.00","","0.71%"
"12/27/2021","1,095.25","1,095.25","1,095.25","1,095.25","","0.90%"
"12/23/2021","1,085.50","1,085.50","1,085.50","1,085.50","","0.21%"
"12/22/2021","1,083.25","1,083.25","1,083.25","1,083.25","","0.60%"
"12/21/2021","1,076.75","1,076.75","1,076.75","1,076.75","","0.89%"
"12/20/2021","1,067.25","1,067.25","1,067.25","1,067.25","","-1.32%"
"12/17/2021","1,081.50","1,081.50","1,081.50","1,081.50","","0.32%"
"12/16/2021","1,078.00","1,078.00","1,078.00","1,078.00","","1.72%"
"12/15/2021","1,059.75","1,059.75","1,059.75","1,059.75","","-2.62%"
"12/14/2021","1,088.25","1,088.25","1,088.25","1,088.25","","-1.63%"
"12/13/2021","1,106.25","1,106.25","1,106.25","1,106.25","","-0.09%"
"12/10/2021","1,107.25","1,107.25","1,107.25","1,107.25","","0.09%"
"12/09/2021","1,106.25","1,106.25","1,106.25","1,106.25","","-0.81%"
"12/08/2021","1,115.25","1,115.25","1,115.25","1,115.25","","-1.35%"
"12/07/2021","1,130.50","1,130.50","1,130.50","1,130.50","","3.22%"
"12/06/2021","1,095.25","1,095.25","1,095.25","1,095.25","0.20K","1.98%"
"12/03/2021","1,074.00","1,074.00","1,074.00","1,074.00","","0.00%"
"12/02/2021","1,074.00","1,074.00","1,074.00","1,074.00","0.44K","-1.24%"
"12/01/2021","1,087.50","1,087.50","1,087.50","1,087.50","","-7.31%"
"11/30/2021","1,173.25","1,173.25","1,173.25","1,173.25","","-0.17%"
"11/29/2021","1,175.25","1,175.25","1,175.25","1,175.25","","0.02%"
"11/26/2021","1,175.00","1,175.00","1,175.00","1,175.00","","-0.32%"
"11/24/2021","1,178.75","1,178.75","1,178.75","1,178.75","","0.21%"
"11/23/2021","1,176.25","1,176.25","1,176.25","1,176.25","","-0.63%"
"11/22/2021","1,183.75","1,183.75","1,183.75","1,183.75","","-0.27%"
"11/19/2021","1,187.00","1,187.00","1,187.00","1,187.00","","-0.04%"
"11/18/2021","1,187.50","1,187.50","1,187.50","1,187.50","","0.79%"
"11/17/2021","1,178.25","1,178.25","1,178.25","1,178.25","","0.94%"
"11/16/2021","1,167.25","1,167.25","1,167.25","1,167.25","","0.24%"
"11/15/2021","1,164.50","1,164.50","1,164.50","1,164.50","","0.43%"
"11/12/2021","1,159.50","1,159.50","1,159.50","1,159.50","","0.56%"
"11/11/2021","1,153.00","1,153.00","1,153.00","1,153.00","","-0.71%"
"11/10/2021","1,161.25","1,161.25","1,161.25","1,161.25","","1.86%"
"11/09/2021","1,140.00","1,140.00","1,140.00","1,140.00","","-1.75%"
"11/08/2021","1,160.25","1,160.25","1,160.25","1,160.25","","0.35%"
"11/05/2021","1,156.25","1,156.25","1,156.25","1,156.25","","-3.51%"
"11/04/2021","1,198.25","1,198.25","1,198.25","1,198.25","","0.00%"
"11/03/2021","1,198.25","1,198.25","1,198.25","1,198.25","","1.68%"
"11/02/2021","1,178.50","1,178.50","1,178.50","1,178.50","","0.08%"
"11/01/2021","1,177.50","1,177.50","1,177.50","1,177.50","","0.04%"
"10/29/2021","1,177.00","1,177.00","1,177.00","1,177.00","","0.11%"
"10/28/2021","1,175.75","1,175.75","1,175.75","1,175.75","","-0.08%"
"10/27/2021","1,176.75","1,176.75","1,176.75","1,176.75","","-0.15%"
"10/26/2021","1,178.50","1,178.50","1,178.50","1,178.50","","0.19%"
"10/25/2021","1,176.25","1,176.25","1,176.25","1,176.25","","0.28%"
"10/22/2021","1,173.00","1,173.00","1,173.00","1,173.00","","-0.28%"
"10/21/2021","1,176.25","1,176.25","1,176.25","1,176.25","","-0.76%"
"10/20/2021","1,185.25","1,185.25","1,185.25","1,185.25","","1.11%"
"10/19/2021","1,172.25","1,172.25","1,172.25","1,172.25","","0.00%"
"10/18/2021","1,172.25","1,172.25","1,172.25","1,172.25","","0.75%"
"10/15/2021","1,163.50","1,163.50","1,163.50","1,163.50","","0.85%"
"10/14/2021","1,153.75","1,153.75","1,153.75","1,153.75","","-1.54%"
"10/13/2021","1,171.75","1,171.75","1,171.75","1,171.75","","2.18%"
"10/12/2021","1,146.75","1,146.75","1,146.75","1,146.75","","-1.38%"
"10/11/2021","1,162.75","1,162.75","1,162.75","1,162.75","","0.06%"
"10/08/2021","1,162.00","1,162.00","1,162.00","1,162.00","","1.84%"
"10/07/2021","1,141.00","1,141.00","1,141.00","1,141.00","","-0.41%"
"10/06/2021","1,145.75","1,145.75","1,145.75","1,145.75","0.04K","2.39%"
"10/05/2021","1,119.00","1,119.00","1,119.00","1,119.00","","2.87%"
"10/04/2021","1,087.75","1,087.75","1,087.75","1,087.75","","1.97%"
"10/01/2021","1,066.75","1,066.75","1,066.75","1,066.75","","2.08%"
"09/30/2021","1,045.00","1,045.00","1,045.00","1,045.00","","0.17%"
"09/29/2021","1,043.25","1,043.25","1,043.25","1,043.25","","0.00%"
"09/28/2021","1,043.25","1,043.25","1,043.25","1,043.25","","0.17%"
"09/27/2021","1,041.50","1,041.50","1,041.50","1,041.50","","-0.22%"
"09/24/2021","1,043.75","1,043.75","1,043.75","1,043.75","","0.02%"
"09/23/2021","1,043.50","1,043.50","1,043.50","1,043.50","","0.75%"
"09/22/2021","1,035.75","1,035.75","1,035.75","1,035.75","","1.10%"
"09/21/2021","1,024.50","1,024.50","1,024.50","1,024.50","","0.17%"
"09/20/2021","1,022.75","1,022.75","1,022.75","1,022.75","","-1.04%"
"09/17/2021","1,033.50","1,033.50","1,033.50","1,033.50","","-0.86%"
"09/16/2021","1,042.50","1,042.50","1,042.50","1,042.50","","0.00%"
"09/15/2021","1,042.50","1,042.50","1,042.50","1,042.50","","0.99%"
"09/14/2021","1,032.25","1,032.25","1,032.25","1,032.25","","0.15%"
"09/13/2021","1,030.75","1,030.75","1,030.75","1,030.75","","0.54%"
"09/10/2021","1,025.25","1,025.25","1,025.25","1,025.25","","-1.68%"
"09/09/2021","1,042.75","1,042.75","1,042.75","1,042.75","","-1.21%"
"09/08/2021","1,055.50","1,055.50","1,055.50","1,055.50","","1.27%"
"09/07/2021","1,042.25","1,042.25","1,042.25","1,042.25","0.03K","1.73%"
